,SMILES,MACCS,year,isRootCompound,cid,use_cats,acaricide,attractant,biocide,fungicide,herbicide,insecticide,pesticide,growth reg,transformation product,drug,food,health hazard,fire hazard,SMILES_canon,isInAgro
0,CC1(C)CON(CC2=CC(=CC=C2Cl)O)C1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BCA0>,,False,71343220.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)CON(Cc2cc(O)ccc2Cl)C1=O,False
1,CC1(C)C(=O)N(CC2=CC(=CC=C2Cl)O)OC1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BE80>,,False,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)C(=O)N(Cc2cc(O)ccc2Cl)OC1O,False
2,C1=NC(=O)NN1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BAC0>,,False,135436542.0,"['Corrosion inhibitors -> Transformation products', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=c1nc[nH][nH]1,False
3,C1=NC=NN1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BBE0>,,False,9257.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,c1nc[nH]n1,True
4,C(C(=O)O)N1C=NC=N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BD60>,,False,1810180.0,"['Transformation products', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)Cn1cncn1,True
5,C(=C\Cl)/CCl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BE20>,2003.0,True,24726.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cl/C=C/CCl,False
6,C1=CC2=C(C=CC(=C2C=C1)O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BFA0>,,False,11305.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Oc1ccc(O)c2ccccc12,True
7,C1=CC2=C(C=C1)C(=O)C=CC2=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BF40>,,False,8530.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C1C=CC(=O)c2ccccc21,True
8,C1CS(=O)(=O)CCS1(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BEE0>,,False,280736.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S1(=O)CCS(=O)(=O)CC1,False
9,C1=CC2=C(C=C1)C(=CC=C2)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BA60>,,False,7005.0,"['Cosmetics -> Hair dyeing', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Oc1cccc2ccccc12,True
10,CC(CO)C1=CC=C(C=C1)NC(=O)N(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9BA00>,,False,71347980.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CC(CO)c1ccc(NC(=O)N(C)C)cc1,True
11,CCOCN1C2=C(C=CC=C2C)[C@H](C)OC(=O)C1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B9A0>,,False,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOCN1C(=O)C(=O)O[C@@H](C)c2cccc(C)c21,False
12,CC1=CC=CC2=C1C=CC=C2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B940>,,False,7002.0,"['Food additives -> Flavoring Agents', 'Flavoring Agents -> JECFA Flavorings Index', 'Fire Hazards -> Flammable - 2nd degree', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Cc1cccc2ccccc12,True
13,C1=CC2=C(C=C1)C(=CC=C2)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B8E0>,,False,20908.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,OCc1cccc2ccccc12,True
14,C1=CC2=C(C=C1)C(=CC=C2)C(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B880>,,False,6847.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)c1cccc2ccccc12,True
15,C1=CC2=C(C=C1)C(=CC=C2)CC(=O)N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B7C0>,2007.0,True,6861.0,"['Agrochemicals -> Plant Growth Regulators', 'Environmental transformation -> Pesticides (parent, predecessor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,NC(=O)Cc1cccc2ccccc12,True
16,C1=CC2=C(C=C1)C(=CC=C2)OC(=O)NCO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B760>,,False,21341.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(NCO)Oc1cccc2ccccc12,False
17,CCCCCCCCS,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B700>,,False,8144.0,"['Fire Hazards -> Flammable - 2nd degree, Reactive - 1st degree', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,CCCCCCCCS,True
18,CCCCCCCCO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B6A0>,,False,957.0,"['EPA Safer Chemical Functional Use Classes -> Fragrances', 'Safer Chemical Classes ->   Green half-circle - The chemical is expected to be of low concern', 'Food additives -> Flavoring Agents', 'Flavouring Agent -> FLAVOURING_AGENT;  -> JECFA Functional Classes', 'Flavoring Agents -> JECFA Flavorings Index', 'Flavouring Agent -> FLAVOURING_AGENT;  -> JECFA Functional Classes', 'Flavouring Agent -> FLAVOURING_AGENT;  -> JECFA Functional Classes', 'Flavouring Agent -> FLAVOURING_AGENT;  -> JECFA Functional Classes', 'Fatty Acyls [FA] -> Fatty alcohols [FA05]', 'Cosmetics -> Viscosity controlling', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,CCCCCCCCO,True
19,C1=CC=C(C=C1)CC(=O)N/C(=N/OCC2CC2)/C3=C(C(=CC=C3C(F)(F)F)F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B640>,,False,135515530.0,"['Agrochemicals -> Fungicides', 'Fungicides', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(Cc1ccccc1)N/C(=N/OCC1CC1)c1c(C(F)(F)F)ccc(F)c1F,False
20,C1CC1CO/N=C(/C2=C(C(=CC=C2C(F)(F)F)F)F)\N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B5E0>,,False,11130163.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,N/C(=N\OCC1CC1)c1c(C(F)(F)F)ccc(F)c1F,False
21,C1=C(C(=C(C(=C1)F)F)C(=N)N)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B580>,,False,10220142.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,N=C(N)c1c(C(F)(F)F)ccc(F)c1F,True
22,C1=C(C(=C(C(=C1)F)F)C(=O)N)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B520>,,False,22010119.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,NC(=O)c1c(C(F)(F)F)ccc(F)c1F,True
23,C1CC1CO/N=C(\C2=C(C(=CC=C2C(F)(F)F)F)F)/NC(=O)CC(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B4C0>,,False,139597701.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)CC(=O)N/C(=N/OCC1CC1)c1c(C(F)(F)F)ccc(F)c1F,False
24,C(C(Cl)Cl)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B460>,,False,11718.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,OCC(Cl)Cl,True
25,OC(=O)COC1=CC=C(Cl)C=C1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B400>,2013.0,True,1486.0,"['Chemical Classes -> Pesticides (chemicals used for killing pests, such as rodents, insects, or plants)', 'Agrochemicals -> Herbicides, Plant Growth Regulators', 'Health Hazards -> Carcinogens', 'Transformation products, Herbicides, Plant growth regulators', 'Environmental transformation -> Pesticides (parent, predecessor)', 'HERBICIDES']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,O=C(O)COc1ccc(Cl)cc1Cl,True
26,C(CC(=O)O)COC1=CC=C(C=C1Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B3A0>,0.0,True,1489.0,"['Agrochemicals -> Herbicides', 'Herbicides', 'HERBICIDES']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CCCOc1ccc(Cl)cc1Cl,True
27,C1=C(C=C(C(=C1)OCC(CC(=O)O)O)Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B340>,,False,3014564.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CC(O)COc1ccc(Cl)cc1Cl,False
28,CCCCCCC(C1C(O)=C([N+]([O-])=O)C=C([N+]([O-])=O)C=1)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B2E0>,,False,3032447.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CCCCCCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,True
29,COC1=CC=C(C=C1Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160A9B280>,,False,11119.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,COc1ccc(Cl)cc1Cl,True
30,C1=C(C=C(C(=C1)O)Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160864D00>,,False,8449.0,"['Health Hazards -> Carcinogens', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Oc1ccc(Cl)cc1Cl,True
31,C1=C(C=C(C(=C1)C(=O)O)Cl)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160864D60>,,False,5787.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)c1ccc(Cl)cc1Cl,True
32,C1=C(C(=C(C(=C1Cl)O)C(=O)O)Cl)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160864C40>,,False,54340135.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)c1c(O)c(Cl)cc(O)c1Cl,True
33,COC1=CC=CC(=C1C(=O)N)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160864CA0>,,False,89078.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1cccc(OC)c1C(N)=O,False
34,C1=CC(=C(C(=C1)Cl)C(=O)O)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C6A0>,,False,5758.0,['METABOLITES'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1c(Cl)cccc1Cl,True
35,C1=CC(=CC(=C1)F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CF40>,,False,9741.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Fc1cccc(F)c1,True
36,C1=CC2=C(C=C1)C(=CC=C2)CC(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CE80>,0.0,True,6862.0,"['Agrochemicals -> Plant Growth Regulators', 'Environmental transformation -> Pesticides (parent, predecessor)', 'HERBICIDES']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,O=C(O)Cc1cccc2ccccc12,True
37,C1=CC(=CC(=C1)C(F)(F)F)OC2=NC(=CC=C2)C(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CE20>,,False,4271775.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,True
38,C1=CC2=C(C=C1)N=C(N)N2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D15F5898E0>,,False,13624.0,"['Transformation products', 'Pesticides -> Fungicides -> Benzimidazole fungicides -> Transformation products', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Nc1nc2ccccc2[nH]1,True
39,C1=CSC(=C1S(=O)(=O)N)C(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CDC0>,,False,3042286.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,NS(=O)(=O)c1ccsc1C(=O)O,True
40,CC(=O)NC(=O)NC(=O)NC(=O)NS(=O)(=O)C1=C(C(=O)O)SC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CD60>,,False,101693946.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CC(=O)NC(=O)NC(=O)NC(=O)NS(=O)(=O)c1ccsc1C(=O)O,True
41,CC1=CC=C(C(=C1)OCC2=C(C=CC=C2)C(C(=O)NC)OC)C(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CD00>,,False,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNC(=O)C(OC)c1ccccc1COc1cc(C)ccc1C(=O)O,False
42,C1=CC(=C(C=C1)Cl)C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CCA0>,,False,6996.0,['Brightener'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=Cc1ccccc1Cl,False
43,CCN(CC)C(=O)SCC1=CC=C(C=C1O)Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CC40>,,False,85869015.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN(CC)C(=O)SCc1ccc(Cl)cc1O,False
44,C1=CC(=NC=C1)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CBE0>,,False,8871.0,['Food additives -> Flavoring Agents'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Oc1ccccn1,False
45,C1=CC=C(C=C1)C2=C(C=CC=C2)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CB80>,0.0,True,7017.0,"['Agrochemicals -> Fungicides', 'Flavoring Agents -> JECFA Flavorings Index', 'Fungicides', 'Cosmetics -> Preservative']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oc1ccccc1-c1ccccc1,True
46,CCC(C)S(=O)(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CB20>,,False,3014952.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C)S(=O)(=O)O,False
47,CCN(CC)C1=NC(=CC(=N1)C)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CAC0>,,False,135448147.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CCN(CC)c1nc(C)cc(O)n1,False
48,COC(=O)C1=C(C=CS1)S(=O)(=O)N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CA60>,,False,101012.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,COC(=O)c1sccc1S(N)(=O)=O,True
49,CC1(C)CON(C(C2=C(C=CC=C2)Cl)O)C1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4CA00>,,False,101693763.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)CON(C(O)c2ccccc2Cl)C1=O,False
50,CC1=NC(=NC(=C1)C)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C9A0>,,False,9508.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Cc1cc(C)nc(O)n1,False
51,CCC1=C(C(=CC=C1)C)NC(=O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C940>,,False,178925.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CCc1cccc(C)c1NC(=O)CO,True
52,C(CP(=O)(O)O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C8E0>,,False,89954.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=P(O)(O)CCO,True
53,CC(=O)CN,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C880>,,False,215.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)CN,False
54,CCC(CC)NC1=C(C(=C(C=C1[N+](=O)[O-])C(=O)O)C)[N+](=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C820>,,False,3080365.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CCC(CC)Nc1c([N+](=O)[O-])cc(C(=O)O)c(C)c1[N+](=O)[O-],True
55,C=C1C(C)S(=O)(=O)CCS1(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C7C0>,,False,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C1C(C)S(=O)(=O)CCS1(=O)=O,False
56,C1=CC2=C(C=C1)C=C(C=C2)OCC(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C760>,2008.0,True,8422.0,['Agrochemicals -> Plant Growth Regulators'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,O=C(O)COc1ccc2ccccc2c1,True
57,CCC1=C(C(=CC=C1)C)N(COCC)C(=O)C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C700>,,False,91238405.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOCN(C(=O)C=O)c1c(C)cccc1CC,False
58,CC(C1=CC=C(C=C1)NC(=O)N(C)C)C(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C640>,,False,139597591.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CC(C(=O)O)c1ccc(NC(=O)N(C)C)cc1,True
59,C1=C(C=C(C(=C1)OC2=CC=C(C(=C2)F)N)Cl)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C5E0>,,False,15595105.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,False
60,C1=C(C=C(C(=C1)OC(C(F)OC(F)(F)F)(F)F)Cl)N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C580>,,False,15671381.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,True
61,C1=C(C=C(C(=C1)OC(C(F)OC(F)(F)F)(F)F)Cl)NC(=O)N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C520>,,False,139595717.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,NC(=O)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,True
62,CCOC1=CC(=C(C=C1OCC)[N+](=O)[O-])N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C4C0>,,False,5143949.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc1cc(N)c([N+](=O)[O-])cc1OCC,False
63,C1=C(C(=C(C=C1C(=O)N)Br)O)Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C460>,,False,3014162.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,NC(=O)c1cc(Br)c(O)c(Br)c1,True
64,C1=C(C(=C(C=C1C(=O)O)Br)O)Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C400>,,False,76857.0,"['Pesticides -> Herbicides -> Uracil herbicides -> Transformation products', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)c1cc(Br)c(O)c(Br)c1,True
65,C1=C(C(=C(C(=C1Cl)F)Cl)F)N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C3A0>,,False,2774000.0,"['Transformation products', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Nc1cc(Cl)c(F)c(Cl)c1F,True
66,C1=C(C(=C(C(=C1Cl)F)Cl)F)NC(=O)N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C340>,,False,85605436.0,"['Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,NC(=O)Nc1cc(Cl)c(F)c(Cl)c1F,True
67,C1=CC(=CC(=C1)C=O)OC2=CC=C(C=C2)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C2E0>,,False,25222960.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=Cc1cccc(Oc2ccc(O)cc2)c1,False
68,C1=CC(=CC(=C1)N)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C280>,,False,11568.0,"['Cosmetics -> Hair dyeing', 'Environmental transformation -> Pesticide transformation products (metabolite, successor)']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Nc1cccc(O)c1,True
69,CNC(=O)OC1=CC(=CC=C1)N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C220>,,False,420846.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNC(=O)Oc1cccc(N)c1,False
70,C(=C\Cl)/C(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001D160F4C1C0>,,False,7269342.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])/C=C/Cl,False
